Genre,Country,Percent
Rock,NL,24.2023013
Soul/R 'n' B/Funk,NL,7.7788374
Dance,NL,7.2151885
Nederlandstalig,NL,5.5665432
Rap/Hip Hop,NL,4.9925972
Jazz,NL,4.5159632
Metal,NL,4.4846082
Indie/Alternative,NL,4.3975933
Classical,NL,3.4938626
Spoken Word,NL,0.0
Electronica,NL,0.0
Khaleeji,NL,0.0
Devotional,NL,0.0
Latin Music,NL,0.0
Reggae,NL,0.0
Ghazal,NL,0.0
Shanson,NL,0.0
Christian/Gospel,NL,0.0
Country and Western,NL,0.0
Afrikaans,NL,0.0
Bollywood,NL,0.0
French Variety,NL,0.0
Easy Listening/Oldies,NL,0.0
Hindustani Classical,NL,0.0
Mandarin Pop,NL,0.0
Schlager,NL,0.0
Oriental Pop,NL,0.0
Italiana,NL,0.0
Cantonese Pop,NL,0.0
World,NL,0.0
Folk/Roots,NL,0.0
Flamenco,NL,0.0
Soundtracks/Musicals/Theatre,NL,0.0
Pop,IE,36.2107821
Rock,IE,17.3287671
Soul/R 'n' B/Funk,IE,9.8387097
Indie/Alternative,IE,8.4312859
Dance,IE,7.589483
Classical,IE,7.0194432
Rap/Hip Hop,IE,6.2395051
Metal,IE,3.402563
Easy Listening/Oldies,IE,2.2028281
Folk/Roots,IE,1.7366328
Spoken Word,IE,0.0
Electronica,IE,0.0
Khaleeji,IE,0.0
Devotional,IE,0.0
Latin Music,IE,0.0
Reggae,IE,0.0
Jazz,IE,0.0
Ghazal,IE,0.0
Shanson,IE,0.0
Christian/Gospel,IE,0.0
Country and Western,IE,0.0
Afrikaans,IE,0.0
Bollywood,IE,0.0
Nederlandstalig,IE,0.0
French Variety,IE,0.0
Hindustani Classical,IE,0.0
Mandarin Pop,IE,0.0
Schlager,IE,0.0
Oriental Pop,IE,0.0
Italiana,IE,0.0
Cantonese Pop,IE,0.0
World,IE,0.0
Flamenco,IE,0.0
Soundtracks/Musicals/Theatre,IE,0.0
Pop,SE,35.397617
Rock,SE,27.294524
Metal,SE,10.4544543
Indie/Alternative,SE,4.9642682
Soul/R 'n' B/Funk,SE,4.9210375
Jazz,SE,4.2558946
Rap/Hip Hop,SE,3.4981383
Dance,SE,3.3469418
Classical,SE,3.2794908
Country and Western,SE,2.5876336
Spoken Word,SE,0.0
Electronica,SE,0.0
Khaleeji,SE,0.0
Devotional,SE,0.0
Latin Music,SE,0.0
Reggae,SE,0.0
Ghazal,SE,0.0
Shanson,SE,0.0
Christian/Gospel,SE,0.0
Afrikaans,SE,0.0
Bollywood,SE,0.0
Nederlandstalig,SE,0.0
French Variety,SE,0.0
Easy Listening/Oldies,SE,0.0
Hindustani Classical,SE,0.0
Mandarin Pop,SE,0.0
Schlager,SE,0.0
Oriental Pop,SE,0.0
Italiana,SE,0.0
Cantonese Pop,SE,0.0
World,SE,0.0
Folk/Roots,SE,0.0
Flamenco,SE,0.0
Soundtracks/Musicals/Theatre,SE,0.0
Pop,GB,36.9046713
Rock,GB,21.887208
Dance,GB,10.6166952
Indie/Alternative,GB,8.3002295
Rap/Hip Hop,GB,6.4829948
Soul/R 'n' B/Funk,GB,5.3372188
Metal,GB,4.6096446
Classical,GB,2.2564027
Jazz,GB,1.8176886
Electronica,GB,1.7872466
Spoken Word,GB,0.0
Khaleeji,GB,0.0
Devotional,GB,0.0
Latin Music,GB,0.0
Reggae,GB,0.0
Ghazal,GB,0.0
Shanson,GB,0.0
Christian/Gospel,GB,0.0
Country and Western,GB,0.0
Afrikaans,GB,0.0
Bollywood,GB,0.0
Nederlandstalig,GB,0.0
French Variety,GB,0.0
Easy Listening/Oldies,GB,0.0
Hindustani Classical,GB,0.0
Mandarin Pop,GB,0.0
Schlager,GB,0.0
Oriental Pop,GB,0.0
Italiana,GB,0.0
Cantonese Pop,GB,0.0
World,GB,0.0
Folk/Roots,GB,0.0
Flamenco,GB,0.0
Soundtracks/Musicals/Theatre,GB,0.0
Pop,SG,38.7371516
Rock,SG,16.5541957
Mandarin Pop,SG,13.305798
Soul/R 'n' B/Funk,SG,5.7808611
Classical,SG,5.490236
Cantonese Pop,SG,5.4048009
Jazz,SG,4.3904254
Soundtracks/Musicals/Theatre,SG,3.9735003
Country and Western,SG,3.2148079
Dance,SG,3.1482232
Spoken Word,SG,0.0
Electronica,SG,0.0
Rap/Hip Hop,SG,0.0
Khaleeji,SG,0.0
Devotional,SG,0.0
Latin Music,SG,0.0
Reggae,SG,0.0
Indie/Alternative,SG,0.0
Ghazal,SG,0.0
Shanson,SG,0.0
Christian/Gospel,SG,0.0
Afrikaans,SG,0.0
Bollywood,SG,0.0
Nederlandstalig,SG,0.0
French Variety,SG,0.0
Easy Listening/Oldies,SG,0.0
Hindustani Classical,SG,0.0
Metal,SG,0.0
Schlager,SG,0.0
Oriental Pop,SG,0.0
Italiana,SG,0.0
World,SG,0.0
Folk/Roots,SG,0.0
Flamenco,SG,0.0
Pop,FR,35.3029149
Rock,FR,11.5884186
Soul/R 'n' B/Funk,FR,10.6351289
Rap/Hip Hop,FR,10.4669193
World,FR,8.2924278
Dance,FR,7.2623733
Indie/Alternative,FR,4.8349558
French Variety,FR,4.4908907
Classical,FR,3.8480241
Jazz,FR,3.2779465
Spoken Word,FR,0.0
Electronica,FR,0.0
Khaleeji,FR,0.0
Devotional,FR,0.0
Latin Music,FR,0.0
Reggae,FR,0.0
Ghazal,FR,0.0
Shanson,FR,0.0
Christian/Gospel,FR,0.0
Country and Western,FR,0.0
Afrikaans,FR,0.0
Bollywood,FR,0.0
Nederlandstalig,FR,0.0
Easy Listening/Oldies,FR,0.0
Hindustani Classical,FR,0.0
Metal,FR,0.0
Mandarin Pop,FR,0.0
Schlager,FR,0.0
Oriental Pop,FR,0.0
Italiana,FR,0.0
Cantonese Pop,FR,0.0
Folk/Roots,FR,0.0
Flamenco,FR,0.0
Soundtracks/Musicals/Theatre,FR,0.0
Rock,AU,31.2376196
Pop,AU,28.7828267
Indie/Alternative,AU,8.2178203
Soul/R 'n' B/Funk,AU,7.3425555
Metal,AU,5.9413284
Rap/Hip Hop,AU,5.9276535
Dance,AU,4.8287439
Jazz,AU,2.97902
Country and Western,AU,2.6290386
Electronica,AU,2.1133936
Spoken Word,AU,0.0
Khaleeji,AU,0.0
Devotional,AU,0.0
Latin Music,AU,0.0
Reggae,AU,0.0
Ghazal,AU,0.0
Shanson,AU,0.0
Christian/Gospel,AU,0.0
Afrikaans,AU,0.0
Bollywood,AU,0.0
Nederlandstalig,AU,0.0
French Variety,AU,0.0
Easy Listening/Oldies,AU,0.0
Hindustani Classical,AU,0.0
Mandarin Pop,AU,0.0
Schlager,AU,0.0
Oriental Pop,AU,0.0
Italiana,AU,0.0
Cantonese Pop,AU,0.0
Classical,AU,0.0
World,AU,0.0
Folk/Roots,AU,0.0
Flamenco,AU,0.0
Soundtracks/Musicals/Theatre,AU,0.0
Pop,FI,35.6157232
Rock,FI,27.6306091
Metal,FI,14.4933134
Rap/Hip Hop,FI,4.8945412
Soul/R 'n' B/Funk,FI,3.6523695
Dance,FI,3.51172
Indie/Alternative,FI,3.0122021
Jazz,FI,2.9831729
Classical,FI,2.4601272
Folk/Roots,FI,1.7462213
Spoken Word,FI,0.0
Electronica,FI,0.0
Khaleeji,FI,0.0
Devotional,FI,0.0
Latin Music,FI,0.0
Reggae,FI,0.0
Ghazal,FI,0.0
Shanson,FI,0.0
Christian/Gospel,FI,0.0
Country and Western,FI,0.0
Afrikaans,FI,0.0
Bollywood,FI,0.0
Nederlandstalig,FI,0.0
French Variety,FI,0.0
Easy Listening/Oldies,FI,0.0
Hindustani Classical,FI,0.0
Mandarin Pop,FI,0.0
Schlager,FI,0.0
Oriental Pop,FI,0.0
Italiana,FI,0.0
Cantonese Pop,FI,0.0
World,FI,0.0
Flamenco,FI,0.0
Soundtracks/Musicals/Theatre,FI,0.0
Pop,IT,39.1736039
Rock,IT,23.1069048
Soul/R 'n' B/Funk,IT,8.8793759
Jazz,IT,6.1317069
Classical,IT,5.6490564
Indie/Alternative,IT,3.8788749
Rap/Hip Hop,IT,3.8443806
Dance,IT,3.6009904
Metal,IT,3.3820746
Italiana,IT,2.3530316
Spoken Word,IT,0.0
Electronica,IT,0.0
Khaleeji,IT,0.0
Devotional,IT,0.0
Latin Music,IT,0.0
Reggae,IT,0.0
Ghazal,IT,0.0
Shanson,IT,0.0
Christian/Gospel,IT,0.0
Country and Western,IT,0.0
Afrikaans,IT,0.0
Bollywood,IT,0.0
Nederlandstalig,IT,0.0
French Variety,IT,0.0
Easy Listening/Oldies,IT,0.0
Hindustani Classical,IT,0.0
Mandarin Pop,IT,0.0
Schlager,IT,0.0
Oriental Pop,IT,0.0
Cantonese Pop,IT,0.0
World,IT,0.0
Folk/Roots,IT,0.0
Flamenco,IT,0.0
Soundtracks/Musicals/Theatre,IT,0.0
Pop,ES,45.5523048
Rock,ES,23.2577495
Latin Music,ES,5.9445315
Dance,ES,5.0606403
Flamenco,ES,3.904313
Classical,ES,3.8077827
Metal,ES,3.2280199
Soul/R 'n' B/Funk,ES,3.1914577
Rap/Hip Hop,ES,3.0339419
Indie/Alternative,ES,3.0192588
Spoken Word,ES,0.0
Electronica,ES,0.0
Khaleeji,ES,0.0
Devotional,ES,0.0
Reggae,ES,0.0
Jazz,ES,0.0
Ghazal,ES,0.0
Shanson,ES,0.0
Christian/Gospel,ES,0.0
Country and Western,ES,0.0
Afrikaans,ES,0.0
Bollywood,ES,0.0
Nederlandstalig,ES,0.0
French Variety,ES,0.0
Easy Listening/Oldies,ES,0.0
Hindustani Classical,ES,0.0
Mandarin Pop,ES,0.0
Schlager,ES,0.0
Oriental Pop,ES,0.0
Italiana,ES,0.0
Cantonese Pop,ES,0.0
World,ES,0.0
Folk/Roots,ES,0.0
Soundtracks/Musicals/Theatre,ES,0.0
Pop,PL,27.6569032
Soul/R 'n' B/Funk,PL,18.5934849
Dance,PL,17.9508872
Rap/Hip Hop,PL,11.9245083
Rock,PL,11.7328089
Metal,PL,4.1570855
Indie/Alternative,PL,2.8417401
Soundtracks/Musicals/Theatre,PL,1.7837938
Electronica,PL,1.6946941
Jazz,PL,1.6640942
Spoken Word,PL,0.0
Khaleeji,PL,0.0
Devotional,PL,0.0
Latin Music,PL,0.0
Reggae,PL,0.0
Ghazal,PL,0.0
Shanson,PL,0.0
Christian/Gospel,PL,0.0
Country and Western,PL,0.0
Afrikaans,PL,0.0
Bollywood,PL,0.0
Nederlandstalig,PL,0.0
French Variety,PL,0.0
Easy Listening/Oldies,PL,0.0
Hindustani Classical,PL,0.0
Mandarin Pop,PL,0.0
Schlager,PL,0.0
Oriental Pop,PL,0.0
Italiana,PL,0.0
Cantonese Pop,PL,0.0
Classical,PL,0.0
World,PL,0.0
Folk/Roots,PL,0.0
Flamenco,PL,0.0
Pop,AE,38.9478301
Oriental Pop,AE,12.7124475
World,AE,11.6158345
Rock,AE,9.8911282
Soul/R 'n' B/Funk,AE,6.165848
Khaleeji,AE,5.8798953
Rap/Hip Hop,AE,5.7717842
Bollywood,AE,3.4624366
Dance,AE,2.9166945
Metal,AE,2.6361013
Spoken Word,AE,0.0
Electronica,AE,0.0
Devotional,AE,0.0
Latin Music,AE,0.0
Reggae,AE,0.0
Indie/Alternative,AE,0.0
Jazz,AE,0.0
Ghazal,AE,0.0
Shanson,AE,0.0
Christian/Gospel,AE,0.0
Country and Western,AE,0.0
Afrikaans,AE,0.0
Nederlandstalig,AE,0.0
French Variety,AE,0.0
Easy Listening/Oldies,AE,0.0
Hindustani Classical,AE,0.0
Mandarin Pop,AE,0.0
Schlager,AE,0.0
Italiana,AE,0.0
Cantonese Pop,AE,0.0
Classical,AE,0.0
Folk/Roots,AE,0.0
Flamenco,AE,0.0
Soundtracks/Musicals/Theatre,AE,0.0
Pop,PT,36.4806572
Rock,PT,20.5524276
Soul/R 'n' B/Funk,PT,12.9391072
Indie/Alternative,PT,10.7301831
Dance,PT,5.7040946
Rap/Hip Hop,PT,3.8528432
Classical,PT,2.7130069
World,PT,2.6569977
Metal,PT,2.3700734
Electronica,PT,2.0006092
Spoken Word,PT,0.0
Khaleeji,PT,0.0
Devotional,PT,0.0
Latin Music,PT,0.0
Reggae,PT,0.0
Jazz,PT,0.0
Ghazal,PT,0.0
Shanson,PT,0.0
Christian/Gospel,PT,0.0
Country and Western,PT,0.0
Afrikaans,PT,0.0
Bollywood,PT,0.0
Nederlandstalig,PT,0.0
French Variety,PT,0.0
Easy Listening/Oldies,PT,0.0
Hindustani Classical,PT,0.0
Mandarin Pop,PT,0.0
Schlager,PT,0.0
Oriental Pop,PT,0.0
Italiana,PT,0.0
Cantonese Pop,PT,0.0
Folk/Roots,PT,0.0
Flamenco,PT,0.0
Soundtracks/Musicals/Theatre,PT,0.0
Pop,CL,30.6111043
Rock,CL,22.9254763
Latin Music,CL,22.1467288
Metal,CL,7.1017984
Rap/Hip Hop,CL,5.2780235
Soul/R 'n' B/Funk,CL,2.9738824
Indie/Alternative,CL,2.9489403
World,CL,2.4186899
Dance,CL,2.1505625
Jazz,CL,1.4447937
Spoken Word,CL,0.0
Electronica,CL,0.0
Khaleeji,CL,0.0
Devotional,CL,0.0
Reggae,CL,0.0
Ghazal,CL,0.0
Shanson,CL,0.0
Christian/Gospel,CL,0.0
Country and Western,CL,0.0
Afrikaans,CL,0.0
Bollywood,CL,0.0
Nederlandstalig,CL,0.0
French Variety,CL,0.0
Easy Listening/Oldies,CL,0.0
Hindustani Classical,CL,0.0
Mandarin Pop,CL,0.0
Schlager,CL,0.0
Oriental Pop,CL,0.0
Italiana,CL,0.0
Cantonese Pop,CL,0.0
Classical,CL,0.0
Folk/Roots,CL,0.0
Flamenco,CL,0.0
Soundtracks/Musicals/Theatre,CL,0.0
Pop,AR,30.6111043
Rock,AR,22.9254763
Latin Music,AR,22.1467288
Metal,AR,7.1017984
Rap/Hip Hop,AR,5.2780235
Soul/R 'n' B/Funk,AR,2.9738824
Indie/Alternative,AR,2.9489403
World,AR,2.4186899
Dance,AR,2.1505625
Jazz,AR,1.4447937
Spoken Word,AR,0.0
Electronica,AR,0.0
Khaleeji,AR,0.0
Devotional,AR,0.0
Reggae,AR,0.0
Ghazal,AR,0.0
Shanson,AR,0.0
Christian/Gospel,AR,0.0
Country and Western,AR,0.0
Afrikaans,AR,0.0
Bollywood,AR,0.0
Nederlandstalig,AR,0.0
French Variety,AR,0.0
Easy Listening/Oldies,AR,0.0
Hindustani Classical,AR,0.0
Mandarin Pop,AR,0.0
Schlager,AR,0.0
Oriental Pop,AR,0.0
Italiana,AR,0.0
Cantonese Pop,AR,0.0
Classical,AR,0.0
Folk/Roots,AR,0.0
Flamenco,AR,0.0
Soundtracks/Musicals/Theatre,AR,0.0
Pop,RU,36.7971096
Rock,RU,20.9085371
Rap/Hip Hop,RU,9.5698829
Dance,RU,8.9234181
Metal,RU,7.5914492
Soundtracks/Musicals/Theatre,RU,4.0304055
Soul/R 'n' B/Funk,RU,3.5823545
World,RU,2.9678787
Shanson,RU,2.8610738
Classical,RU,2.7678906
Spoken Word,RU,0.0
Electronica,RU,0.0
Khaleeji,RU,0.0
Devotional,RU,0.0
Latin Music,RU,0.0
Reggae,RU,0.0
Indie/Alternative,RU,0.0
Jazz,RU,0.0
Ghazal,RU,0.0
Christian/Gospel,RU,0.0
Country and Western,RU,0.0
Afrikaans,RU,0.0
Bollywood,RU,0.0
Nederlandstalig,RU,0.0
French Variety,RU,0.0
Easy Listening/Oldies,RU,0.0
Hindustani Classical,RU,0.0
Mandarin Pop,RU,0.0
Schlager,RU,0.0
Oriental Pop,RU,0.0
Italiana,RU,0.0
Cantonese Pop,RU,0.0
Folk/Roots,RU,0.0
Flamenco,RU,0.0
Pop,MY,42.1764311
Rock,MY,19.1093821
Mandarin Pop,MY,7.6619987
Soul/R 'n' B/Funk,MY,7.1524723
Indie/Alternative,MY,4.6710752
Metal,MY,4.3922104
Cantonese Pop,MY,4.3443641
Soundtracks/Musicals/Theatre,MY,4.2872343
Rap/Hip Hop,MY,3.3806559
Country and Western,MY,2.8241759
Spoken Word,MY,0.0
Electronica,MY,0.0
Khaleeji,MY,0.0
Devotional,MY,0.0
Latin Music,MY,0.0
Reggae,MY,0.0
Jazz,MY,0.0
Ghazal,MY,0.0
Shanson,MY,0.0
Christian/Gospel,MY,0.0
Afrikaans,MY,0.0
Bollywood,MY,0.0
Nederlandstalig,MY,0.0
French Variety,MY,0.0
Easy Listening/Oldies,MY,0.0
Hindustani Classical,MY,0.0
Schlager,MY,0.0
Oriental Pop,MY,0.0
Italiana,MY,0.0
Classical,MY,0.0
Dance,MY,0.0
World,MY,0.0
Folk/Roots,MY,0.0
Flamenco,MY,0.0
Pop,MX,30.563837
Latin Music,MX,25.6861922
Rock,MX,20.4616234
Metal,MX,5.4038258
Indie/Alternative,MX,3.8710538
Dance,MX,3.5622174
Classical,MX,3.1304283
Soundtracks/Musicals/Theatre,MX,2.7390189
Soul/R 'n' B/Funk,MX,2.374506
Rap/Hip Hop,MX,2.2072972
Spoken Word,MX,0.0
Electronica,MX,0.0
Khaleeji,MX,0.0
Devotional,MX,0.0
Reggae,MX,0.0
Jazz,MX,0.0
Ghazal,MX,0.0
Shanson,MX,0.0
Christian/Gospel,MX,0.0
Country and Western,MX,0.0
Afrikaans,MX,0.0
Bollywood,MX,0.0
Nederlandstalig,MX,0.0
French Variety,MX,0.0
Easy Listening/Oldies,MX,0.0
Hindustani Classical,MX,0.0
Mandarin Pop,MX,0.0
Schlager,MX,0.0
Oriental Pop,MX,0.0
Italiana,MX,0.0
Cantonese Pop,MX,0.0
World,MX,0.0
Folk/Roots,MX,0.0
Flamenco,MX,0.0
Rock,BR,29.8838675
Pop,BR,26.1172953
Latin Music,BR,16.982454
Metal,BR,6.0406885
Soul/R 'n' B/Funk,BR,5.9463289
Jazz,BR,3.4589974
Classical,BR,2.9871496
Indie/Alternative,BR,2.9637853
Country and Western,BR,2.8781432
Dance,BR,2.7412902
Spoken Word,BR,0.0
Electronica,BR,0.0
Rap/Hip Hop,BR,0.0
Khaleeji,BR,0.0
Devotional,BR,0.0
Reggae,BR,0.0
Ghazal,BR,0.0
Shanson,BR,0.0
Christian/Gospel,BR,0.0
Afrikaans,BR,0.0
Bollywood,BR,0.0
Nederlandstalig,BR,0.0
French Variety,BR,0.0
Easy Listening/Oldies,BR,0.0
Hindustani Classical,BR,0.0
Mandarin Pop,BR,0.0
Schlager,BR,0.0
Oriental Pop,BR,0.0
Italiana,BR,0.0
Cantonese Pop,BR,0.0
World,BR,0.0
Folk/Roots,BR,0.0
Flamenco,BR,0.0
Soundtracks/Musicals/Theatre,BR,0.0
Pop,TR,43.2963908
Folk/Roots,TR,19.9393207
Rock,TR,12.6469217
Dance,TR,5.9019402
Jazz,TR,3.6733548
Metal,TR,3.5146357
Soul/R 'n' B/Funk,TR,3.4816382
Rap/Hip Hop,TR,2.974289
Soundtracks/Musicals/Theatre,TR,2.7159256
Indie/Alternative,TR,1.8555832
Spoken Word,TR,0.0
Electronica,TR,0.0
Khaleeji,TR,0.0
Devotional,TR,0.0
Latin Music,TR,0.0
Reggae,TR,0.0
Ghazal,TR,0.0
Shanson,TR,0.0
Christian/Gospel,TR,0.0
Country and Western,TR,0.0
Afrikaans,TR,0.0
Bollywood,TR,0.0
Nederlandstalig,TR,0.0
French Variety,TR,0.0
Easy Listening/Oldies,TR,0.0
Hindustani Classical,TR,0.0
Mandarin Pop,TR,0.0
Schlager,TR,0.0
Oriental Pop,TR,0.0
Italiana,TR,0.0
Cantonese Pop,TR,0.0
Classical,TR,0.0
World,TR,0.0
Flamenco,TR,0.0
Mandarin Pop,CN,60.905395
Pop,CN,19.6124481
Cantonese Pop,CN,10.7421825
Rock,CN,2.196645
Soul/R 'n' B/Funk,CN,2.0539831
Country and Western,CN,1.1151709
Dance,CN,0.9973002
Classical,CN,0.9491722
Soundtracks/Musicals/Theatre,CN,0.7744321
Metal,CN,0.6532709
Spoken Word,CN,0.0
Electronica,CN,0.0
Rap/Hip Hop,CN,0.0
Khaleeji,CN,0.0
Devotional,CN,0.0
Latin Music,CN,0.0
Reggae,CN,0.0
Indie/Alternative,CN,0.0
Jazz,CN,0.0
Ghazal,CN,0.0
Shanson,CN,0.0
Christian/Gospel,CN,0.0
Afrikaans,CN,0.0
Bollywood,CN,0.0
Nederlandstalig,CN,0.0
French Variety,CN,0.0
Easy Listening/Oldies,CN,0.0
Hindustani Classical,CN,0.0
Schlager,CN,0.0
Oriental Pop,CN,0.0
Italiana,CN,0.0
World,CN,0.0
Folk/Roots,CN,0.0
Flamenco,CN,0.0
Pop,ID,50.9897529
Rock,ID,19.8123823
Metal,ID,5.9790002
Soul/R 'n' B/Funk,ID,5.4643022
Indie/Alternative,ID,3.4832937
Soundtracks/Musicals/Theatre,ID,3.3302898
Jazz,ID,3.18639
Country and Western,ID,2.8107303
Classical,ID,2.7284387
Dance,ID,2.2154201
Spoken Word,ID,0.0
Electronica,ID,0.0
Rap/Hip Hop,ID,0.0
Khaleeji,ID,0.0
Devotional,ID,0.0
Latin Music,ID,0.0
Reggae,ID,0.0
Ghazal,ID,0.0
Shanson,ID,0.0
Christian/Gospel,ID,0.0
Afrikaans,ID,0.0
Bollywood,ID,0.0
Nederlandstalig,ID,0.0
French Variety,ID,0.0
Easy Listening/Oldies,ID,0.0
Hindustani Classical,ID,0.0
Mandarin Pop,ID,0.0
Schlager,ID,0.0
Oriental Pop,ID,0.0
Italiana,ID,0.0
Cantonese Pop,ID,0.0
World,ID,0.0
Folk/Roots,ID,0.0
Flamenco,ID,0.0
Pop,ZA,34.3516765
Rock,ZA,26.0741224
Soul/R 'n' B/Funk,ZA,7.3977237
Rap/Hip Hop,ZA,6.6907212
Dance,ZA,6.2288839
Metal,ZA,4.6754346
Afrikaans,ZA,3.9376354
Christian/Gospel,ZA,3.7868619
Indie/Alternative,ZA,3.6539319
Country and Western,ZA,3.2030084
Spoken Word,ZA,0.0
Electronica,ZA,0.0
Khaleeji,ZA,0.0
Devotional,ZA,0.0
Latin Music,ZA,0.0
Reggae,ZA,0.0
Jazz,ZA,0.0
Ghazal,ZA,0.0
Shanson,ZA,0.0
Bollywood,ZA,0.0
Nederlandstalig,ZA,0.0
French Variety,ZA,0.0
Easy Listening/Oldies,ZA,0.0
Hindustani Classical,ZA,0.0
Mandarin Pop,ZA,0.0
Schlager,ZA,0.0
Oriental Pop,ZA,0.0
Italiana,ZA,0.0
Cantonese Pop,ZA,0.0
Classical,ZA,0.0
World,ZA,0.0
Folk/Roots,ZA,0.0
Flamenco,ZA,0.0
Soundtracks/Musicals/Theatre,ZA,0.0
Bollywood,IN,44.2543235
Pop,IN,29.3040158
World,IN,5.9468139
Rock,IN,5.2014693
Rap/Hip Hop,IN,3.0911223
Devotional,IN,2.6084931
Hindustani Classical,IN,2.5117015
Ghazal,IN,2.4882768
Metal,IN,2.4012248
Soul/R 'n' B/Funk,IN,2.192559
Spoken Word,IN,0.0
Electronica,IN,0.0
Khaleeji,IN,0.0
Latin Music,IN,0.0
Reggae,IN,0.0
Indie/Alternative,IN,0.0
Jazz,IN,0.0
Shanson,IN,0.0
Christian/Gospel,IN,0.0
Country and Western,IN,0.0
Afrikaans,IN,0.0
Nederlandstalig,IN,0.0
French Variety,IN,0.0
Easy Listening/Oldies,IN,0.0
Mandarin Pop,IN,0.0
Schlager,IN,0.0
Oriental Pop,IN,0.0
Italiana,IN,0.0
Cantonese Pop,IN,0.0
Classical,IN,0.0
Dance,IN,0.0
Folk/Roots,IN,0.0
Flamenco,IN,0.0
Soundtracks/Musicals/Theatre,IN,0.0
